label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Artist_Info,318,1266,1256,1276,20240621_124210(0).jpg,1816,4032
Artist_Info,328,1424,1256,970,20240621_124210.jpg,1816,4032
Artist_Info,256,1281,1072,715,20240621_124211(0).jpg,1816,4032
Artist_Info,629,1291,1187,970,20240621_124211.jpg,1816,4032
Artist_Info,0,1633,869,954,20240621_124212(0).jpg,1816,4032
Artist_Info,542,1455,822,725,20240621_124212.jpg,1816,4032
Artist_Info,920,1771,755,643,20240621_124213(0).jpg,1816,4032
Artist_Info,532,1444,1051,725,20240621_124213.jpg,1816,4032
Artist_Info,869,1735,817,607,20240621_124214.jpg,1816,4032
Artist_Info,726,1842,674,715,20240621_124215(0).jpg,1816,4032
Artist_Info,884,1776,771,628,20240621_124215.jpg,1816,4032
Artist_Info,573,1945,663,510,20240621_124216.jpg,1816,4032
Artist_Info,108,1077,975,643,20240621_124217.jpg,1816,4032
Artist_Info,11,1087,995,1245,20240621_124218(0).jpg,1816,4032
Artist_Info,0,1465,1267,1562,20240621_124218.jpg,1816,4032
Artist_Info,353,1781,985,1194,20240621_124219(0).jpg,1816,4032
Artist_Info,205,1261,1368,1153,20240621_124219.jpg,1816,4032
Artist_Info,435,2312,944,607,20240621_124220(0).jpg,1816,4032
Artist_Info,52,2195,1419,1036,20240621_124220.jpg,1816,4032
Artist_Info,976,1822,704,776,20240621_124221.jpg,1816,4032
Artist_Info,655,1730,893,1011,20240621_124222.jpg,1816,4032
Artist_Info,0,1444,1563,1087,20240621_124223(0).jpg,1816,4032
Artist_Info,711,1526,924,791,20240621_124223.jpg,1816,4032
Artist_Info,833,1613,893,1143,20240621_124224(0).jpg,1816,4032
Artist_Info,129,1148,1230,1679,20240621_124224.jpg,1816,4032
Artist_Info,0,1230,1379,1358,20240621_124225(0).jpg,1816,4032
Artist_Info,231,1945,1383,1337,20240621_124225.jpg,1816,4032
Artist_Info,445,1817,658,638,20240621_124226(0).jpg,1816,4032
Artist_Info,706,1751,643,898,20240621_124226.jpg,1816,4032
Artist_Info,619,1383,669,1051,20240621_124227(0).jpg,1816,4032
Artist_Info,762,1582,459,567,20240621_124227.jpg,1816,4032
Artist_Info,603,1138,1213,1444,20240621_124228(0).jpg,1816,4032
Artist_Info,501,1011,1128,1383,20240621_124228.jpg,1816,4032
Artist_Info,716,1842,551,653,20240621_124229(0).jpg,1816,4032
Artist_Info,78,1342,1062,1026,20240621_124229.jpg,1816,4032
Artist_Info,803,1521,403,541,20240621_124230(0).jpg,1816,4032
Artist_Info,680,1608,475,587,20240621_124230.jpg,1816,4032
Artist_Info,869,1419,408,561,20240621_124231.jpg,1816,4032
Artist_Info,226,817,1327,1495,20240621_124232(0).jpg,1816,4032
Artist_Info,757,1286,919,689,20240621_124232.jpg,1816,4032
Artist_Info,445,1552,924,1240,20240621_124233(0).jpg,1816,4032
Artist_Info,0,740,1726,2077,20240621_124233.jpg,1816,4032
Artist_Info,660,1490,623,842,20240621_124234(0).jpg,1816,4032
Artist_Info,522,1730,577,725,20240621_124234.jpg,1816,4032
Artist_Info,277,995,1250,1072,20240621_124235(0).jpg,1816,4032
Artist_Info,0,1807,1155,806,20240621_124235.jpg,1816,4032
Artist_Info,251,2067,1077,1123,20240621_124236.jpg,1816,4032
